0.114114	0.954294802	0.724760284
0.115436	0.955781091	0.750886485
0.116772	0.958428575	0.777204351
0.118124	0.962229338	0.803727288
0.119492	0.96718989	0.830465106
0.120876	0.97332988	0.85742357
0.122276	0.980681327	0.884603533
0.123692	0.989288141	0.911999708
0.125124	0.999205778	0.939599089
0.126573	1.010500882	0.967379003
0.128038	1.023250801	0.995304773
0.129521	1.037542814	1.023326972
0.131021	1.053472912	1.051378253
0.132538	1.07114393	1.079369779
0.134073	1.090662777	1.107187306
0.135625	1.112136497	1.134687074
0.137196	1.135666831	1.161691732
0.138784	1.161342997	1.18798671
0.140391	1.189232398	1.213317613
0.142017	1.21936917	1.237389445
0.143661	1.251740671	1.259868687
0.145325	1.286272497	1.280389429
0.147008	1.322813124	1.298564753
0.14871	1.36112004	1.314004341
0.150432	1.400849917	1.326338612
0.152174	1.441555873	1.335248586
0.153936	1.48269485	1.340499157
0.155718	1.52364727	1.341971782
0.157522	1.563749291	1.33969137
0.159346	1.602335414	1.333841803
0.161191	1.638786443	1.324765779
0.163057	1.67257591	1.312947232
0.164945	1.703307709	1.298978117
0.166855	1.730739304	1.28351455
0.168787	1.754787873	1.267229295
0.170742	1.775520289	1.250767614
0.172719	1.793130609	1.23471195
0.174719	1.80791029	1.219558323
0.176742	1.820216329	1.205704761
0.178789	1.830441528	1.193450096
0.180859	1.838989513	1.183000452
0.182953	1.846255706	1.174480499
0.185072	1.852614231	1.167946926
0.187215	1.858410055	1.163402197
0.189383	1.863955314	1.16080733
0.191575	1.869528733	1.160092985
0.193794	1.875377133	1.161168611
0.196038	1.881718243	1.163929642
0.198308	1.888744201	1.168262912
0.200604	1.896625305	1.174050527
0.202927	1.905513759	1.181172453
0.205277	1.915547202	1.189508046
0.207654	1.926851959	1.198936736
0.210058	1.939545941	1.209338027
0.212491	1.953741185	1.220590944
0.214951	1.969546041	1.232573014
0.21744	1.987066998	1.245158844
0.219958	2.006410158	1.258218336
0.222505	2.027682342	1.271614556
0.225082	2.050991811	1.28520125
0.227688	2.076448545	1.298820011
0.230324	2.104164018	1.31229707
0.232991	2.134250354	1.325439717
0.235689	2.166818744	1.338032327
0.238418	2.201976905	1.349832055
0.241179	2.239825382	1.360564222
0.243972	2.280452386	1.369917576
0.246797	2.323926844	1.377539621
0.249655	2.370289304	1.383032426
0.252546	2.419540313	1.385949448
0.25547	2.471626	1.385794216
0.258428	2.526420683	1.382021958
0.261421	2.583706718	1.374045619
0.264448	2.643152241	1.361247978
0.26751	2.704288313	1.34300175
0.270608	2.766487945	1.318699392
0.273741	2.828950759	1.28779371
0.276911	2.890698162	1.249848976
0.280117	2.950584656	1.204600031
0.283361	3.007330518	1.152013892
0.286642	3.059579091	1.092345207
0.289961	3.105977915	1.026174545
0.293319	3.145277342	0.954418276
0.296715	3.176434436	0.878301824
0.300151	3.198705895	0.799294359
0.303627	3.211713576	0.719011352
0.307142	3.215470662	0.639099022
0.310699	3.210364688	0.56111899
0.314297	3.197102723	0.486450641
0.317936	3.176631036	0.416223473
0.321618	3.150044564	0.351284128
0.325342	3.118500318	0.292195606
0.329109	3.083144815	0.239261264
0.33292	3.045060653	0.192564266
0.336775	3.005233017	0.152013686
0.340675	2.964534022	0.117390387
0.34462	2.923721528	0.08838826
0.34861	2.883449291	0.064648552
0.352647	2.844287045	0.045786667
0.35673	2.806754593	0.031411795
0.360861	2.771410275	0.021135991
0.36504	2.738975399	0.014239866
0.369266	2.709596656	0.009631552
0.373542	2.683018449	0.006540276
0.377868	2.658912139	0.004458844
0.382243	2.636957903	0.003052062
0.386669	2.616870113	0.00209761
0.391147	2.598402893	0.001447531
0.395676	2.581348145	0.001003018
0.400258	2.565530965	0.000697863
0.404893	2.550804548	0.00048754
0.409581	2.537045424	0.000341999
0.414324	2.524149315	0.000240885
0.419121	2.512027684	0.000170354
0.423975	2.500604896	0.000120961
0.428884	2.489815921	8.62E-05
0.43385	2.479604489	6.17E-05
0.438874	2.46992159	4.44E-05
0.443956	2.460724278	3.20E-05
0.449097	2.451974699	2.32E-05
0.454297	2.443639299	1.68E-05
0.459558	2.435688183	1.23E-05
0.464879	2.428094587	9.00E-06
0.470262	2.420834442	6.62E-06
0.475707	2.413886013	4.88E-06
0.481216	2.407229596	3.62E-06
0.486788	2.400847265	2.69E-06
0.492425	2.394722659	2.01E-06
0.498127	2.388840797	1.50E-06
0.503895	2.383187925	1.13E-06
0.50973	2.37775138	8.51E-07
0.515632	2.372519476	6.43E-07
0.521603	2.367481405	4.88E-07
0.527643	2.362627146	3.72E-07
0.533752	2.357947392	2.84E-07
0.539933	2.353433479	2.18E-07
0.546185	2.349077333	1.67E-07
0.55251	2.344871411	1.29E-07
0.558907	2.340808657	9.98E-08
0.565379	2.336882463	7.74E-08
0.571926	2.333086627	6.02E-08
0.578549	2.329415323	4.69E-08
0.585248	2.325863072	3.67E-08
0.592025	2.322424711	2.87E-08
0.59888	2.319095372	2.25E-08
0.605815	2.31587046	1.77E-08
0.61283	2.312745631	1.39E-08
0.619926	2.309716776	1.09E-08
0.627104	2.306780001	8.60E-09
0.634366	2.303931618	6.76E-09
0.641712	2.301168125	5.29E-09
0.649142	2.298486196	4.12E-09
0.656659	2.29588267	3.19E-09
0.664263	2.29335454	2.45E-09
0.671955	2.290898942	1.85E-09
0.679735	2.288513146	1.36E-09
0.687606	2.28619455	9.68E-10
0.695568	2.283940671	6.48E-10
0.703623	2.281749136	3.85E-10
0.71177	2.279617678	1.68E-10
0.720012	2.277544128	1.53E-239
0.72835	2.275526411	9.57E-234
