sample_idx,lambda_idx,lambda_nm,score,center_score,shape_score,edge_score,bandwidth_score,coef_a,fit_mse,r2
162,0,1000.0,0.09494996070861816,0.0,0.0,0.9494996070861816,0.09494996070861816,1.4277608394622803,0.40899458527565,-2487.859619140625
163,0,1000.0,0.215764120221138,0.22965459525585175,0.0,0.7797136306762695,0.215764120221138,1.131234049797058,0.13323292136192322,-1.6888734102249146
164,0,1000.0,0.06109156087040901,0.0,0.0,0.6109156012535095,0.06109156087040901,0.9648865461349487,0.17983543872833252,-2.863119602203369
165,0,1000.0,0.048891332000494,0.0,0.0,0.48891332745552063,0.048891332000494,1.0465494394302368,0.48749616742134094,-12.372492790222168
166,0,1000.0,0.08438745886087418,0.0,0.0,0.8438746333122253,0.08438745886087418,1.3895446062088013,0.40319690108299255,-968.882568359375
167,0,1000.0,0.07448680698871613,0.0,0.0,0.7448680400848389,0.07448680698871613,1.226921796798706,0.28610745072364807,-4.27693510055542
168,0,1000.0,0.10466516017913818,0.0077752661891281605,0.0,1.0,0.10466516017913818,1.459108591079712,0.3730527460575104,-109.97864532470703
169,0,1000.0,0.08246840536594391,0.0,0.0,0.8246840238571167,0.08246840536594391,1.3805477619171143,0.3911548852920532,-295.9385986328125
170,0,1000.0,0.10105150192975998,0.004704643506556749,0.0,0.9822871685028076,0.10105150192975998,1.4555588960647583,0.41339707374572754,-25822.71875
171,0,1000.0,0.39002084732055664,0.6055041551589966,0.0,0.2671836316585541,0.39002084732055664,1.1839635372161865,0.08514200896024704,-0.013974511995911598
172,0,1000.0,0.09305807948112488,0.0,0.0,0.9305807948112488,0.09305807948112488,1.4154051542282104,0.4098540246486664,-807.2747192382812
173,0,1000.0,0.06729160994291306,0.0,0.0,0.6729161143302917,0.06729160994291306,1.2275280952453613,0.434016615152359,-44.004722595214844
174,0,1000.0,0.3106016218662262,0.44953203201293945,0.0,0.4088239371776581,0.3106016218662262,0.831782341003418,0.15282224118709564,-0.9320764541625977
175,0,1000.0,0.3374267816543579,0.49136024713516235,0.0,0.4261060953140259,0.3374267816543579,0.8161168098449707,0.13610902428627014,-0.8263092637062073
176,0,1000.0,0.07792413979768753,0.0,0.0,0.7792413830757141,0.07792413979768753,1.103949785232544,0.39581918716430664,-8.256876945495605
177,0,1000.0,0.23468263447284698,0.23721039295196533,0.0,0.923564076423645,0.23468263447284698,1.3959354162216187,0.24057503044605255,-10.171157836914062
